timestamp,open,high,low,close,volume
2023-01-01T00:00:00Z,99.56,99.91,99.21,99.56,10000
2023-01-02T00:00:00Z,99.56,100.41,99.14,99.99,10137
2023-01-03T00:00:00Z,99.99,100.91,99.50,100.42,10274
2023-01-04T00:00:00Z,100.42,101.41,99.86,100.85,10411
2023-01-05T00:00:00Z,100.85,101.91,100.22,101.28,10548
2023-01-06T00:00:00Z,101.28,102.06,100.93,101.71,10685
2023-01-07T00:00:00Z,101.71,102.56,101.29,102.14,10822
2023-01-08T00:00:00Z,102.14,103.06,101.65,102.57,10959
2023-01-09T00:00:00Z,102.57,103.56,102.01,103.00,11096
2023-01-10T00:00:00Z,103.00,103.63,101.81,102.44,11233
2023-01-11T00:00:00Z,102.44,103.22,102.09,102.87,11370
2023-01-12T00:00:00Z,102.87,103.72,102.45,103.30,11507
2023-01-13T00:00:00Z,103.30,104.22,102.81,103.73,11644
2023-01-14T00:00:00Z,103.73,104.72,103.17,104.16,11781
2023-01-15T00:00:00Z,104.16,105.22,103.53,104.59,11918
2023-01-16T00:00:00Z,104.59,105.37,104.24,105.02,12055
2023-01-17T00:00:00Z,105.02,105.87,104.60,105.45,12192
2023-01-18T00:00:00Z,105.45,106.37,104.96,105.88,12329
2023-01-19T00:00:00Z,105.88,106.44,104.76,105.32,12466
2023-01-20T00:00:00Z,105.32,106.38,104.69,105.75,12603
2023-01-21T00:00:00Z,105.75,106.53,105.40,106.18,12740
2023-01-22T00:00:00Z,106.18,107.03,105.76,106.61,12877
2023-01-23T00:00:00Z,106.61,107.53,106.12,107.04,13014
2023-01-24T00:00:00Z,107.04,108.03,106.48,107.47,13151
2023-01-25T00:00:00Z,107.47,108.53,106.84,107.90,13288
2023-01-26T00:00:00Z,107.90,108.68,107.55,108.33,13425
2023-01-27T00:00:00Z,108.33,109.18,107.91,108.76,13562
2023-01-28T00:00:00Z,108.76,109.25,107.71,108.20,13699
2023-01-29T00:00:00Z,108.20,109.19,107.64,108.63,13836
2023-01-30T00:00:00Z,108.63,109.69,108.00,109.06,13973
2023-01-31T00:00:00Z,109.06,109.84,108.71,109.49,14110
2023-02-01T00:00:00Z,109.49,110.34,109.07,109.92,14247
2023-02-02T00:00:00Z,109.92,110.84,109.43,110.35,14384
2023-02-03T00:00:00Z,110.35,111.34,109.79,110.78,14521
2023-02-04T00:00:00Z,110.78,111.84,110.15,111.21,14658
2023-02-05T00:00:00Z,111.21,111.99,110.86,111.64,14795
2023-02-06T00:00:00Z,111.64,112.06,110.66,111.08,14932
2023-02-07T00:00:00Z,111.08,112.00,110.59,111.51,15069
2023-02-08T00:00:00Z,111.51,112.50,110.95,111.94,15206
2023-02-09T00:00:00Z,111.94,113.00,111.31,112.37,15343
2023-02-10T00:00:00Z,112.37,113.15,112.02,112.80,15480
2023-02-11T00:00:00Z,112.80,113.65,112.38,113.23,15617
2023-02-12T00:00:00Z,113.23,114.15,112.74,113.66,15754
2023-02-13T00:00:00Z,113.66,114.65,113.10,114.09,15891
2023-02-14T00:00:00Z,114.09,115.15,113.46,114.52,16028
2023-02-15T00:00:00Z,114.52,114.87,113.61,113.96,16165
2023-02-16T00:00:00Z,113.96,114.81,113.54,114.39,16302
2023-02-17T00:00:00Z,114.39,115.31,113.90,114.82,16439
2023-02-18T00:00:00Z,114.82,115.81,114.26,115.25,16576
2023-02-19T00:00:00Z,115.25,116.31,114.62,115.68,16713
2023-02-20T00:00:00Z,115.68,116.46,115.33,116.11,16850
2023-02-21T00:00:00Z,116.11,116.96,115.69,116.54,16987
2023-02-22T00:00:00Z,116.54,117.46,116.05,116.97,10124
2023-02-23T00:00:00Z,116.97,117.96,116.41,117.40,10261
2023-02-24T00:00:00Z,117.40,118.03,116.21,116.84,10398
2023-02-25T00:00:00Z,116.84,117.62,116.49,117.27,10535
2023-02-26T00:00:00Z,117.27,118.12,116.85,117.70,10672
2023-02-27T00:00:00Z,117.70,118.62,117.21,118.13,10809
2023-02-28T00:00:00Z,118.13,119.12,117.57,118.56,10946
2023-03-01T00:00:00Z,118.56,119.62,117.93,118.99,11083
2023-03-02T00:00:00Z,118.99,119.77,118.64,119.42,11220
2023-03-03T00:00:00Z,119.42,120.27,119.00,119.85,11357
2023-03-04T00:00:00Z,119.85,120.77,119.36,120.28,11494
2023-03-05T00:00:00Z,120.28,120.84,119.16,119.72,11631
2023-03-06T00:00:00Z,119.72,120.78,119.09,120.15,11768
2023-03-07T00:00:00Z,120.15,120.93,119.80,120.58,11905
2023-03-08T00:00:00Z,120.58,121.43,120.16,121.01,12042
2023-03-09T00:00:00Z,121.01,121.93,120.52,121.44,12179
2023-03-10T00:00:00Z,121.44,122.43,120.88,121.87,12316
2023-03-11T00:00:00Z,121.87,122.93,121.24,122.30,12453
2023-03-12T00:00:00Z,122.30,123.08,121.95,122.73,12590
2023-03-13T00:00:00Z,122.73,123.58,122.31,123.16,12727
