timestamp,open,high,low,close,volume
2023-01-01T00:00:00Z,139.58,139.93,139.23,139.58,10000
2023-01-02T00:00:00Z,139.58,140.00,139.00,139.42,10137
2023-01-03T00:00:00Z,139.42,139.91,138.77,139.26,10274
2023-01-04T00:00:00Z,139.26,139.82,138.54,139.10,10411
2023-01-05T00:00:00Z,139.10,139.73,138.31,138.94,10548
2023-01-06T00:00:00Z,138.94,139.29,138.43,138.78,10685
2023-01-07T00:00:00Z,138.78,139.20,138.20,138.62,10822
2023-01-08T00:00:00Z,138.62,139.11,137.97,138.46,10959
2023-01-09T00:00:00Z,138.46,139.02,136.78,137.34,11096
2023-01-10T00:00:00Z,137.34,137.97,136.55,137.18,11233
2023-01-11T00:00:00Z,137.18,137.53,136.67,137.02,11370
2023-01-12T00:00:00Z,137.02,137.44,136.44,136.86,11507
2023-01-13T00:00:00Z,136.86,137.35,136.21,136.70,11644
2023-01-14T00:00:00Z,136.70,137.26,135.98,136.54,11781
2023-01-15T00:00:00Z,136.54,137.17,135.75,136.38,11918
2023-01-16T00:00:00Z,136.38,136.73,135.87,136.22,12055
2023-01-17T00:00:00Z,136.22,136.64,134.68,135.10,12192
2023-01-18T00:00:00Z,135.10,135.59,134.45,134.94,12329
2023-01-19T00:00:00Z,134.94,135.50,134.22,134.78,12466
2023-01-20T00:00:00Z,134.78,135.41,133.99,134.62,12603
2023-01-21T00:00:00Z,134.62,134.97,134.11,134.46,12740
2023-01-22T00:00:00Z,134.46,134.88,133.88,134.30,12877
2023-01-23T00:00:00Z,134.30,134.79,133.65,134.14,13014
2023-01-24T00:00:00Z,134.14,134.70,133.42,133.98,13151
2023-01-25T00:00:00Z,133.98,134.61,132.23,132.86,13288
2023-01-26T00:00:00Z,132.86,133.21,132.35,132.70,13425
2023-01-27T00:00:00Z,132.70,133.12,132.12,132.54,13562
2023-01-28T00:00:00Z,132.54,133.03,131.89,132.38,13699
2023-01-29T00:00:00Z,132.38,132.94,131.66,132.22,13836
2023-01-30T00:00:00Z,132.22,132.85,131.43,132.06,13973
2023-01-31T00:00:00Z,132.06,132.41,131.55,131.90,14110
2023-02-01T00:00:00Z,131.90,132.32,131.32,131.74,14247
2023-02-02T00:00:00Z,131.74,132.23,130.13,130.62,14384
2023-02-03T00:00:00Z,130.62,131.18,129.90,130.46,14521
2023-02-04T00:00:00Z,130.46,131.09,129.67,130.30,14658
2023-02-05T00:00:00Z,130.30,130.65,129.79,130.14,14795
2023-02-06T00:00:00Z,130.14,130.56,129.56,129.98,14932
2023-02-07T00:00:00Z,129.98,130.47,129.33,129.82,15069
2023-02-08T00:00:00Z,129.82,130.38,129.10,129.66,15206
2023-02-09T00:00:00Z,129.66,130.29,128.87,129.50,15343
2023-02-10T00:00:00Z,129.50,129.85,128.03,128.38,15480
2023-02-11T00:00:00Z,128.38,128.80,127.80,128.22,15617
2023-02-12T00:00:00Z,128.22,128.71,127.57,128.06,15754
2023-02-13T00:00:00Z,128.06,128.62,127.34,127.90,15891
2023-02-14T00:00:00Z,127.90,128.53,127.11,127.74,16028
2023-02-15T00:00:00Z,127.74,128.09,127.23,127.58,16165
2023-02-16T00:00:00Z,127.58,128.00,127.00,127.42,16302
2023-02-17T00:00:00Z,127.42,127.91,126.77,127.26,16439
2023-02-18T00:00:00Z,127.26,127.82,125.58,126.14,16576
2023-02-19T00:00:00Z,126.14,126.77,125.35,125.98,16713
2023-02-20T00:00:00Z,125.98,126.33,125.47,125.82,16850
2023-02-21T00:00:00Z,125.82,126.24,125.24,125.66,16987
2023-02-22T00:00:00Z,125.66,126.15,125.01,125.50,10124
2023-02-23T00:00:00Z,125.50,126.06,124.78,125.34,10261
2023-02-24T00:00:00Z,125.34,125.97,124.55,125.18,10398
2023-02-25T00:00:00Z,125.18,125.53,124.67,125.02,10535
2023-02-26T00:00:00Z,125.02,125.44,123.48,123.90,10672
2023-02-27T00:00:00Z,123.90,124.39,123.25,123.74,10809
2023-02-28T00:00:00Z,123.74,124.30,123.02,123.58,10946
2023-03-01T00:00:00Z,123.58,124.21,122.79,123.42,11083
2023-03-02T00:00:00Z,123.42,123.77,122.91,123.26,11220
2023-03-03T00:00:00Z,123.26,123.68,122.68,123.10,11357
2023-03-04T00:00:00Z,123.10,123.59,122.45,122.94,11494
2023-03-05T00:00:00Z,122.94,123.50,122.22,122.78,11631
2023-03-06T00:00:00Z,122.78,123.41,121.03,121.66,11768
2023-03-07T00:00:00Z,121.66,122.01,121.15,121.50,11905
2023-03-08T00:00:00Z,121.50,121.92,120.92,121.34,12042
2023-03-09T00:00:00Z,121.34,121.83,120.69,121.18,12179
2023-03-10T00:00:00Z,121.18,121.74,120.46,121.02,12316
2023-03-11T00:00:00Z,121.02,121.65,120.23,120.86,12453
2023-03-12T00:00:00Z,120.86,121.21,120.35,120.70,12590
2023-03-13T00:00:00Z,120.70,121.12,120.12,120.54,12727
2023-03-14T00:00:00Z,120.54,121.03,118.93,119.42,12864
2023-03-15T00:00:00Z,119.42,119.98,118.70,119.26,13001
